Agent_ID,Product_Category,Commission_Percentage
Agent_1568418,Auto & Accessories,11.89
Agent_1416922,Home & Furniture,53.16
Agent_1229297,Electronics,1.57
Agent_169669,Auto & Accessories,23.93
Agent_654293,Fashion,10.45
Agent_1542174,Home & Furniture,5.04
Agent_387442,Home & Furniture,97.73
Agent_596087,Electronics,15.52
Agent_1644653,Fashion,43.50
Agent_1720228,Fashion,47.17
Agent_2283493,Auto & Accessories,25.96
Agent_1216998,Auto & Accessories,9.32
Agent_430916,Electronics,65.64
Agent_2227332,Fashion,52.33
Agent_476468,Fashion,24.72
Agent_593106,Home & Furniture,21.21
Agent_358081,Fashion,52.62
Agent_476442,Auto & Accessories,4.75
Agent_545166,Electronics,9.47
Agent_1922074,Electronics,61.33
Agent_988469,Electronics,12.67
Agent_1122402,Electronics,43.69
Agent_2172261,Electronics,91.67
Agent_988217,Home & Furniture,59.27
Agent_1238829,Fashion,48.51
Agent_1663955,Fashion,92.47
Agent_329764,Home & Furniture,61.26
Agent_1614684,Auto & Accessories,49.09
Agent_408742,Fashion,88.82
Agent_110562,Fashion,59.81
Agent_840766,Home & Furniture,24.31
Agent_2294673,Home & Furniture,35.80
Agent_719074,Electronics,89.85
Agent_1465330,Auto & Accessories,88.99
Agent_1797822,Fashion,33.64
Agent_921299,Auto & Accessories,21.83
Agent_2337097,Electronics,36.12
Agent_2346417,Fashion,68.28
Agent_1322658,Electronics,13.50
Agent_1609832,Home & Furniture,27.18
Agent_1267898,Electronics,94.21
Agent_1650573,Home & Furniture,67.66
Agent_1181723,Electronics,67.00
Agent_1909051,Electronics,13.43
Agent_1622428,Home & Furniture,94.87
Agent_864132,Electronics,91.02
Agent_2392023,Auto & Accessories,88.59
Agent_2083128,Home & Furniture,19.91
Agent_1204488,Auto & Accessories,44.16
Agent_1568084,Fashion,84.60
Agent_1544834,Auto & Accessories,85.99
Agent_1088958,Home & Furniture,32.97
Agent_644906,Auto & Accessories,34.92
Agent_1992679,Auto & Accessories,24.93
Agent_1839042,Home & Furniture,76.99
Agent_115709,Electronics,48.62
Agent_2154444,Auto & Accessories,51.18
Agent_396391,Home & Furniture,34.02
Agent_2321145,Fashion,30.93
Agent_1665204,Electronics,8.15
Agent_1911332,Electronics,59.59
Agent_309163,Electronics,98.34
Agent_399273,Auto & Accessories,46.49
Agent_1162506,Electronics,85.37
Agent_1703826,Fashion,62.52
Agent_1315040,Auto & Accessories,72.55
Agent_1954432,Fashion,63.62
Agent_1016478,Fashion,84.72
Agent_782713,Fashion,41.60
Agent_1558652,Electronics,71.95
Agent_74116,Fashion,21.49
Agent_1350102,Home & Furniture,62.04
Agent_1840647,Electronics,9.35
Agent_644061,Electronics,24.74
Agent_912627,Fashion,76.47
Agent_867275,Auto & Accessories,57.23
Agent_876310,Auto & Accessories,95.31
Agent_1243581,Electronics,84.15
Agent_1329475,Home & Furniture,56.65
Agent_1699932,Fashion,83.20
Agent_188679,Auto & Accessories,6.85
Agent_2098061,Electronics,50.36
Agent_1004176,Fashion,27.97
Agent_1493562,Home & Furniture,46.69
Agent_1060761,Electronics,90.64
Agent_90084,Fashion,45.27
Agent_744796,Home & Furniture,20.16
Agent_969633,Fashion,40.89
Agent_2343283,Home & Furniture,81.64
Agent_1298044,Fashion,91.85
Agent_1190138,Auto & Accessories,23.07
Agent_1593863,Home & Furniture,33.60
Agent_623476,Fashion,67.94
Agent_1439526,Home & Furniture,28.94
Agent_898225,Home & Furniture,85.25
Agent_868953,Home & Furniture,94.88
Agent_30453,Fashion,83.35
Agent_2265036,Auto & Accessories,73.84
Agent_2206737,Home & Furniture,37.32
Agent_1467901,Home & Furniture,89.00
Agent_67602,Home & Furniture,12.53
Agent_1913138,Electronics,36.55
Agent_419160,Home & Furniture,67.14
Agent_1936427,Home & Furniture,41.09
Agent_860255,Fashion,53.83
Agent_997519,Electronics,94.04
Agent_2181291,Electronics,4.28
Agent_992366,Home & Furniture,84.58
Agent_1059069,Electronics,35.39
Agent_964141,Electronics,53.99
Agent_1649702,Fashion,55.06
Agent_552785,Auto & Accessories,94.95
Agent_1026693,Fashion,13.54
Agent_1089561,Electronics,11.74
Agent_893060,Auto & Accessories,39.85
Agent_1882229,Auto & Accessories,46.74
Agent_331279,Home & Furniture,46.63
Agent_480693,Home & Furniture,60.85
Agent_759373,Fashion,32.10
Agent_732175,Fashion,52.14
Agent_920364,Fashion,87.01
Agent_2066943,Fashion,53.12
Agent_2076027,Home & Furniture,75.65
Agent_1086703,Home & Furniture,63.03
Agent_1617550,Auto & Accessories,70.01
Agent_579238,Fashion,95.95
Agent_1330790,Electronics,20.11
Agent_1969804,Auto & Accessories,15.51
Agent_91933,Electronics,98.72
Agent_530503,Fashion,33.21
Agent_1938928,Home & Furniture,54.75
Agent_1859862,Home & Furniture,75.78
Agent_837253,Home & Furniture,15.44
Agent_1683698,Home & Furniture,72.74
Agent_528985,Electronics,53.09
Agent_1232579,Auto & Accessories,67.60
Agent_2223,Electronics,17.46
Agent_2175572,Auto & Accessories,27.53
Agent_759228,Home & Furniture,73.94
Agent_442631,Electronics,30.54
Agent_2235465,Electronics,64.16
Agent_1193645,Auto & Accessories,13.03
Agent_191872,Electronics,11.28
Agent_1059977,Electronics,10.06
Agent_795380,Electronics,19.74
Agent_1721544,Fashion,42.04
Agent_221024,Auto & Accessories,33.85
Agent_1815150,Auto & Accessories,78.03
Agent_2214421,Fashion,32.86
Agent_1909672,Electronics,3.55
Agent_1682135,Auto & Accessories,95.97
Agent_988150,Auto & Accessories,26.68
Agent_1510448,Home & Furniture,79.92
Agent_2207375,Home & Furniture,95.59
Agent_1581520,Fashion,80.21
Agent_994201,Auto & Accessories,37.25
Agent_1853063,Auto & Accessories,45.83
Agent_358332,Fashion,48.02
Agent_860413,Electronics,35.22
Agent_1526039,Home & Furniture,23.96
Agent_1107804,Auto & Accessories,78.86
Agent_832969,Home & Furniture,10.84
Agent_574520,Auto & Accessories,99.60
Agent_417797,Home & Furniture,74.16
Agent_1750226,Home & Furniture,34.72
Agent_165866,Home & Furniture,75.50
Agent_1096082,Electronics,83.82
Agent_1971840,Fashion,39.86
Agent_1484848,Auto & Accessories,87.68
Agent_849777,Fashion,4.76
Agent_1410376,Auto & Accessories,36.53
Agent_1921752,Electronics,13.63
Agent_2007989,Electronics,11.71
Agent_1552826,Home & Furniture,91.16
Agent_268717,Fashion,76.23
Agent_1571670,Electronics,12.28
Agent_2029803,Auto & Accessories,12.18
Agent_1989630,Home & Furniture,76.30
Agent_198149,Home & Furniture,43.01
Agent_2322484,Electronics,51.64
Agent_1294146,Electronics,65.12
Agent_563281,Fashion,77.09
Agent_795574,Auto & Accessories,49.97
Agent_807223,Auto & Accessories,95.69
Agent_338531,Electronics,76.31
Agent_1149851,Fashion,29.97
Agent_2067669,Fashion,72.90
Agent_1885252,Home & Furniture,67.26
Agent_1020230,Electronics,69.09
Agent_366533,Electronics,97.88
Agent_1385391,Electronics,11.91
Agent_1004652,Home & Furniture,23.86
Agent_184475,Home & Furniture,60.08
Agent_1577128,Home & Furniture,5.90
Agent_554446,Fashion,31.35
Agent_419299,Home & Furniture,5.02
Agent_2211173,Home & Furniture,67.33
Agent_127286,Electronics,31.53
Agent_1546230,Auto & Accessories,70.07
Agent_2267178,Home & Furniture,64.46
Agent_1876915,Fashion,84.04
Agent_1828211,Fashion,40.06
Agent_1518220,Home & Furniture,5.41
Agent_1916473,Fashion,82.36
Agent_53717,Fashion,63.74
Agent_727169,Home & Furniture,95.05
Agent_987455,Electronics,4.51
Agent_693420,Electronics,68.17
Agent_1812770,Fashion,40.30
Agent_828220,Electronics,67.66
Agent_793671,Electronics,23.12
Agent_133700,Home & Furniture,64.86
Agent_193577,Home & Furniture,5.39
Agent_1644250,Home & Furniture,45.03
Agent_35626,Electronics,50.93
Agent_75905,Electronics,22.44
Agent_2239955,Fashion,96.97
Agent_1998705,Fashion,30.29
Agent_267280,Auto & Accessories,34.61
Agent_2143589,Electronics,74.44
Agent_577516,Electronics,94.41
Agent_1765142,Auto & Accessories,18.18
Agent_1077273,Fashion,62.91
Agent_1145355,Home & Furniture,7.58
Agent_68614,Fashion,15.05
Agent_155196,Electronics,29.17
Agent_1350330,Fashion,73.73
Agent_1368478,Home & Furniture,19.37
Agent_1890355,Fashion,31.14
Agent_1665348,Electronics,62.46
Agent_1393913,Home & Furniture,37.41
Agent_249330,Electronics,18.05
Agent_2264823,Electronics,46.44
Agent_2316233,Electronics,40.52
Agent_2054496,Home & Furniture,92.60
Agent_2243249,Home & Furniture,24.48
Agent_1964233,Electronics,10.28
Agent_1659540,Auto & Accessories,15.64
Agent_580634,Electronics,25.77
Agent_1246595,Home & Furniture,37.37
Agent_2306373,Auto & Accessories,62.58
Agent_1473268,Auto & Accessories,50.87
Agent_552633,Auto & Accessories,12.61
Agent_1123607,Auto & Accessories,86.78
Agent_2094366,Fashion,92.53
Agent_2373234,Home & Furniture,48.64
Agent_385824,Fashion,15.18
Agent_1485047,Fashion,82.65
Agent_1172463,Auto & Accessories,67.14
Agent_108504,Fashion,40.81
Agent_618024,Home & Furniture,16.28
Agent_589930,Fashion,7.72
Agent_796773,Electronics,37.86
Agent_2122452,Fashion,2.24
Agent_327568,Home & Furniture,64.00
Agent_1383893,Auto & Accessories,15.50
Agent_877260,Fashion,60.02
Agent_993162,Electronics,72.32
Agent_1328812,Fashion,45.26
Agent_816095,Electronics,41.83
Agent_229867,Fashion,58.64
Agent_314321,Electronics,41.99
Agent_1947423,Home & Furniture,7.18
Agent_2136530,Fashion,58.39
Agent_611446,Auto & Accessories,52.35
Agent_923902,Electronics,25.50
Agent_1179309,Fashion,51.32
Agent_1022288,Electronics,14.26
Agent_3808,Electronics,45.32
Agent_568523,Auto & Accessories,1.85
Agent_2191332,Home & Furniture,70.86
Agent_138908,Electronics,99.86
Agent_122058,Auto & Accessories,68.02
Agent_43862,Home & Furniture,59.94
Agent_481315,Electronics,65.97
Agent_2131681,Home & Furniture,7.39
Agent_239862,Fashion,17.59
Agent_2171043,Electronics,99.24
Agent_586167,Home & Furniture,78.63
Agent_1556953,Electronics,39.73
Agent_2259712,Auto & Accessories,37.95
Agent_1623526,Home & Furniture,34.48
Agent_2015289,Auto & Accessories,10.17
Agent_225189,Home & Furniture,1.84
Agent_1070846,Home & Furniture,75.27
Agent_2250766,Home & Furniture,51.60
Agent_752576,Fashion,78.94
Agent_747109,Fashion,49.34
Agent_883546,Home & Furniture,86.33
Agent_379880,Auto & Accessories,54.17
Agent_2108697,Electronics,65.22
Agent_1125771,Home & Furniture,62.13
Agent_2056450,Auto & Accessories,54.12
Agent_1657190,Fashion,31.54
Agent_1959406,Auto & Accessories,29.12
Agent_1796602,Fashion,1.83
Agent_1475317,Auto & Accessories,5.06
Agent_228766,Electronics,71.54
Agent_1626757,Auto & Accessories,28.23
Agent_2112681,Auto & Accessories,85.34
Agent_1269162,Home & Furniture,75.93
Agent_4917,Electronics,52.17
Agent_2349718,Auto & Accessories,45.52
Agent_404455,Fashion,46.91
Agent_1972041,Auto & Accessories,27.84
Agent_511060,Auto & Accessories,26.09
Agent_867541,Fashion,14.45
Agent_2358633,Home & Furniture,7.18
Agent_1636254,Home & Furniture,46.86
Agent_664652,Auto & Accessories,11.07
Agent_1565729,Home & Furniture,51.99
Agent_459225,Auto & Accessories,16.69
Agent_261498,Electronics,11.10
Agent_1943005,Home & Furniture,23.76
Agent_1223067,Fashion,83.42
Agent_515627,Electronics,87.10
Agent_2393672,Electronics,44.14
Agent_2200344,Fashion,26.45
Agent_981382,Fashion,36.59
Agent_766366,Electronics,69.59
Agent_580957,Fashion,94.83
Agent_2090023,Home & Furniture,93.65
Agent_697415,Home & Furniture,17.60
Agent_2046790,Fashion,1.82
Agent_708528,Electronics,83.11
Agent_1945604,Fashion,55.63
Agent_1426323,Auto & Accessories,76.95
Agent_1255415,Electronics,81.21
Agent_2110425,Electronics,10.09
Agent_2237579,Fashion,17.67
Agent_1550229,Home & Furniture,33.78
Agent_1763681,Electronics,11.15
Agent_1130969,Auto & Accessories,41.57
Agent_102539,Home & Furniture,58.70
Agent_1090351,Home & Furniture,24.89
Agent_182779,Home & Furniture,40.01
Agent_1197748,Home & Furniture,46.97
Agent_1014536,Fashion,22.21
Agent_944708,Electronics,28.41
Agent_2280123,Auto & Accessories,59.25
Agent_517550,Auto & Accessories,91.35
Agent_1424350,Fashion,56.19
Agent_704847,Home & Furniture,3.62
Agent_125503,Home & Furniture,45.20
Agent_2324702,Electronics,70.02
Agent_747368,Home & Furniture,60.33
Agent_1333481,Auto & Accessories,82.54
Agent_1483584,Electronics,94.40
Agent_30195,Home & Furniture,45.10
Agent_380459,Fashion,48.62
Agent_2104274,Fashion,34.38
Agent_1550947,Auto & Accessories,17.36
Agent_1847680,Auto & Accessories,56.32
Agent_1221098,Auto & Accessories,31.09
Agent_1323170,Auto & Accessories,6.90
Agent_2268620,Auto & Accessories,78.44
Agent_718677,Electronics,16.84
Agent_589381,Home & Furniture,78.85
Agent_1459622,Auto & Accessories,95.07
Agent_1108240,Electronics,39.75
Agent_2023242,Home & Furniture,95.42
Agent_2061699,Electronics,94.14
Agent_656594,Electronics,6.20
Agent_356539,Home & Furniture,29.99
Agent_224679,Home & Furniture,4.52
Agent_774140,Fashion,41.63
Agent_238039,Electronics,90.80
Agent_143572,Fashion,70.16
Agent_152732,Home & Furniture,39.70
Agent_583871,Electronics,40.94
Agent_1807733,Home & Furniture,19.50
Agent_815983,Fashion,45.51
Agent_2038517,Auto & Accessories,2.61
Agent_66138,Home & Furniture,13.03
Agent_700621,Electronics,65.00
Agent_2084855,Fashion,82.08
Agent_2137602,Electronics,14.54
Agent_1056838,Auto & Accessories,57.86
Agent_829129,Electronics,65.87
Agent_385689,Electronics,58.10
Agent_841164,Electronics,83.14
Agent_987017,Electronics,80.62
Agent_1805723,Home & Furniture,20.84
Agent_1845373,Electronics,52.23
Agent_685069,Auto & Accessories,3.31
Agent_307785,Auto & Accessories,25.26
Agent_1774043,Home & Furniture,45.49
Agent_1418937,Home & Furniture,41.22
Agent_1900243,Home & Furniture,68.32
Agent_1374589,Fashion,85.68
Agent_15121,Home & Furniture,62.50
Agent_1152873,Home & Furniture,39.18
Agent_141002,Home & Furniture,11.52
Agent_1262288,Auto & Accessories,98.13
Agent_1163014,Fashion,97.35
Agent_684917,Home & Furniture,91.42
Agent_272570,Fashion,74.55
Agent_411669,Fashion,84.16
Agent_664808,Home & Furniture,26.01
Agent_82705,Fashion,16.46
Agent_2317255,Home & Furniture,41.86
Agent_1635575,Auto & Accessories,28.85
Agent_1081239,Home & Furniture,29.15
Agent_157079,Auto & Accessories,3.13
Agent_591540,Auto & Accessories,98.06
Agent_637521,Electronics,81.38
Agent_1617096,Auto & Accessories,76.21
Agent_1812431,Electronics,46.50
Agent_1934822,Home & Furniture,17.72
Agent_833196,Electronics,39.09
Agent_19696,Fashion,79.34
Agent_1802231,Auto & Accessories,22.69
Agent_2034677,Fashion,48.44
Agent_1065739,Electronics,42.60
Agent_2208820,Fashion,44.27
Agent_1635840,Home & Furniture,63.46
Agent_1135064,Home & Furniture,48.54
Agent_963701,Home & Furniture,31.27
Agent_2225345,Fashion,34.10
Agent_606312,Home & Furniture,88.37
Agent_1368465,Home & Furniture,7.43
Agent_537490,Electronics,84.46
Agent_338880,Electronics,9.14
Agent_2254164,Fashion,64.90
Agent_1869853,Fashion,4.28
Agent_528074,Electronics,16.93
Agent_202995,Home & Furniture,91.32
Agent_1079983,Home & Furniture,53.33
Agent_137165,Auto & Accessories,29.98
Agent_316019,Auto & Accessories,95.95
Agent_1232496,Auto & Accessories,66.88
Agent_165486,Home & Furniture,35.87
Agent_1356768,Home & Furniture,87.04
Agent_155574,Electronics,45.53
Agent_1643341,Electronics,39.29
Agent_1495574,Auto & Accessories,99.55
Agent_1530679,Home & Furniture,46.43
Agent_928114,Fashion,48.63
Agent_1928915,Fashion,67.54
Agent_246644,Home & Furniture,74.51
Agent_94529,Home & Furniture,12.22
Agent_1298481,Electronics,77.38
Agent_2275759,Fashion,61.84
Agent_281601,Fashion,61.83
Agent_2241543,Home & Furniture,13.41
Agent_83981,Home & Furniture,55.42
Agent_1954082,Home & Furniture,97.62
Agent_78844,Fashion,90.39
Agent_1896912,Fashion,22.32
Agent_278254,Electronics,5.54
Agent_1783008,Auto & Accessories,14.79
Agent_533615,Fashion,71.73
Agent_178791,Auto & Accessories,69.24
Agent_1140760,Home & Furniture,50.20
Agent_1144303,Auto & Accessories,79.55
Agent_2018028,Home & Furniture,45.45
Agent_1294143,Fashion,75.58
Agent_1049936,Electronics,82.55
Agent_2337334,Fashion,16.13
Agent_1740432,Fashion,17.60
Agent_1295662,Home & Furniture,42.66
Agent_1761817,Electronics,3.05
Agent_2242205,Home & Furniture,17.94
Agent_581274,Fashion,7.11
Agent_1679825,Auto & Accessories,6.75
Agent_957011,Fashion,57.95
Agent_278322,Home & Furniture,68.94
Agent_818836,Auto & Accessories,65.47
Agent_1379585,Home & Furniture,16.04
Agent_178735,Home & Furniture,53.26
Agent_2301968,Electronics,86.99
Agent_1093115,Home & Furniture,2.64
Agent_2002920,Fashion,25.63
Agent_2326919,Fashion,7.23
Agent_2139699,Home & Furniture,52.17
Agent_499761,Auto & Accessories,16.82
Agent_973365,Auto & Accessories,24.48
Agent_1088129,Auto & Accessories,39.98
Agent_1856510,Electronics,85.26
Agent_258598,Electronics,27.80
Agent_1633479,Auto & Accessories,93.46
Agent_821520,Auto & Accessories,85.26
Agent_2176797,Electronics,61.41
Agent_1003181,Auto & Accessories,48.67
Agent_1769075,Fashion,28.24
Agent_1039028,Home & Furniture,17.58
Agent_46781,Electronics,73.90
Agent_1671233,Home & Furniture,44.66
Agent_834049,Auto & Accessories,27.33
Agent_2041977,Fashion,64.62
Agent_164685,Fashion,81.72
Agent_978546,Auto & Accessories,45.56
Agent_2219118,Fashion,45.87
Agent_2261858,Auto & Accessories,46.76
Agent_1047067,Electronics,58.01
Agent_1444153,Fashion,97.17
Agent_976987,Electronics,53.06
Agent_2287265,Electronics,84.56
Agent_2212764,Auto & Accessories,39.99
Agent_2337417,Home & Furniture,68.96
Agent_1026750,Electronics,12.04
Agent_1157736,Auto & Accessories,88.92
Agent_540587,Home & Furniture,61.90
Agent_2065915,Electronics,48.04
Agent_1137746,Fashion,68.13
Agent_84387,Home & Furniture,10.95
Agent_193644,Electronics,31.83
Agent_1062243,Fashion,62.27
Agent_1958953,Home & Furniture,83.88
Agent_558209,Fashion,95.25
Agent_671849,Home & Furniture,83.01
Agent_854875,Electronics,77.23
Agent_1080341,Fashion,83.04
Agent_781933,Electronics,10.49
Agent_2123018,Fashion,29.51
Agent_1413884,Auto & Accessories,31.56
Agent_1784321,Electronics,97.51
Agent_1464988,Fashion,50.70
Agent_1632877,Electronics,38.28
Agent_1079657,Auto & Accessories,16.86
Agent_501931,Electronics,32.94
Agent_1594038,Electronics,68.36
Agent_74967,Home & Furniture,50.17
Agent_1341479,Home & Furniture,82.02
Agent_1217172,Electronics,36.33
Agent_781502,Auto & Accessories,24.12
Agent_1926280,Fashion,53.18
Agent_2275484,Home & Furniture,59.19
Agent_2383021,Auto & Accessories,93.63
Agent_151565,Home & Furniture,41.16
Agent_1727055,Home & Furniture,40.84
Agent_1192619,Home & Furniture,60.66
Agent_1828735,Home & Furniture,91.27
Agent_43463,Home & Furniture,30.17
Agent_1344418,Fashion,7.43
Agent_871868,Home & Furniture,48.56
Agent_1860891,Electronics,75.17
Agent_2222153,Auto & Accessories,94.93
Agent_1649923,Fashion,94.59
Agent_1388487,Fashion,85.49
Agent_737728,Fashion,76.83
Agent_91057,Fashion,75.26
Agent_1590354,Auto & Accessories,73.97
Agent_1004417,Fashion,52.83
Agent_369754,Home & Furniture,49.65
Agent_1892282,Fashion,73.65
Agent_1985136,Fashion,56.40
Agent_1306989,Home & Furniture,2.20
Agent_14134,Auto & Accessories,98.63
Agent_37701,Fashion,34.38
Agent_742769,Electronics,89.51
Agent_2333987,Home & Furniture,26.28
Agent_1683319,Fashion,43.83
Agent_284341,Home & Furniture,79.60
Agent_2329915,Home & Furniture,78.88
Agent_1256917,Electronics,50.42
Agent_1792181,Electronics,13.59
Agent_266515,Auto & Accessories,59.94
Agent_458204,Home & Furniture,75.24
Agent_2095816,Electronics,54.10
Agent_2113392,Home & Furniture,70.95
Agent_4266,Home & Furniture,9.97
Agent_74236,Auto & Accessories,65.41
Agent_1302523,Electronics,24.54
Agent_2368018,Auto & Accessories,79.30
Agent_1528051,Fashion,75.73
Agent_1577287,Home & Furniture,46.71
Agent_404814,Fashion,8.94
Agent_43293,Fashion,85.54
Agent_1888269,Fashion,2.20
Agent_350619,Auto & Accessories,38.05
Agent_1118426,Home & Furniture,5.09
Agent_1963671,Home & Furniture,44.97
Agent_620843,Fashion,6.29
Agent_744559,Electronics,24.43
Agent_1558573,Fashion,38.70
Agent_1647754,Electronics,48.04
Agent_2356414,Home & Furniture,41.37
Agent_76155,Home & Furniture,30.18
Agent_125246,Fashion,85.89
Agent_410530,Electronics,77.35
Agent_1349018,Fashion,50.82
Agent_2034475,Electronics,27.67
Agent_950803,Auto & Accessories,74.34
Agent_2000944,Auto & Accessories,62.52
